Device:  cuda
Train Epoch: 2 [87040/103818 (84%)]	Train Loss: 3.228720	Val Loss: 3.013432	Val Acc: 26.71875
Train Epoch: 2 [88320/103818 (85%)]	Train Loss: 3.057187	Val Loss: 3.017924	Val Acc: 25.15625
Train Epoch: 2 [89600/103818 (86%)]	Train Loss: 3.372890	Val Loss: 3.075876	Val Acc: 25.46875
Train Epoch: 2 [90880/103818 (87%)]	Train Loss: 3.078731	Val Loss: 3.011184	Val Acc: 26.25
Train Epoch: 2 [92160/103818 (89%)]	Train Loss: 2.915943	Val Loss: 3.036580	Val Acc: 24.84375
Train Epoch: 2 [93440/103818 (90%)]	Train Loss: 3.255855	Val Loss: 2.959087	Val Acc: 27.65625
Train Epoch: 2 [94720/103818 (91%)]	Train Loss: 2.754216	Val Loss: 3.008157	Val Acc: 24.0625
Train Epoch: 2 [96000/103818 (92%)]	Train Loss: 3.215112	Val Loss: 3.054096	Val Acc: 25.3125
Train Epoch: 2 [97280/103818 (94%)]	Train Loss: 3.076297	Val Loss: 3.088830	Val Acc: 24.0625
Train Epoch: 2 [98560/103818 (95%)]	Train Loss: 3.111600	Val Loss: 3.031434	Val Acc: 23.90625
Train Epoch: 2 [99840/103818 (96%)]	Train Loss: 2.902459	Val Loss: 3.122134	Val Acc: 22.5
Train Epoch: 2 [101120/103818 (97%)]	Train Loss: 2.962990	Val Loss: 2.934456	Val Acc: 27.5
Train Epoch: 2 [102400/103818 (99%)]	Train Loss: 3.064445	Val Loss: 2.954197	Val Acc: 25.625
Train Epoch: 2 [103680/103818 (100%)]	Train Loss: 2.945585	Val Loss: 2.942047	Val Acc: 27.1875
Saving better model  27.1875
Train Epoch: 3 [0/103818 (0%)]	Train Loss: 3.001265	Val Loss: 3.198692	Val Acc: 22.1875
Train Epoch: 3 [1280/103818 (1%)]	Train Loss: 3.309969	Val Loss: 3.100152	Val Acc: 25.0
Train Epoch: 3 [2560/103818 (2%)]	Train Loss: 3.185786	Val Loss: 3.121791	Val Acc: 21.71875
Train Epoch: 3 [3840/103818 (4%)]	Train Loss: 2.992846	Val Loss: 3.005049	Val Acc: 28.4375
Train Epoch: 3 [5120/103818 (5%)]	Train Loss: 3.163840	Val Loss: 3.002700	Val Acc: 25.15625
Train Epoch: 3 [6400/103818 (6%)]	Train Loss: 2.795575	Val Loss: 3.032454	Val Acc: 22.96875
Train Epoch: 3 [7680/103818 (7%)]	Train Loss: 3.242581	Val Loss: 2.916242	Val Acc: 28.28125
Train Epoch: 3 [8960/103818 (9%)]	Train Loss: 3.057604	Val Loss: 2.906724	Val Acc: 28.59375
